mode,k,members,rank_corr,top_k_sharpe,top_k_cum,top_k_hit
raw,4,logistic_image_scale + cnn_1d_image_scale + cnn_2d_rendered_images + cnn_1d_dilated_image_scale,0.03531746031746032,0.2650290606421692,0.3956709530082603,0.5347222222222222
raw,4,logistic_image_scale + cnn_1d_image_scale + cnn_2d_rendered_images + cnn_1d_multiscale_image_scale,0.029724702380952393,0.18500181153371853,0.18985242258308022,0.5416666666666666
raw,4,logistic_image_scale + cnn_1d_image_scale + cnn_2d_rendered_images + cnn_2d_residual_images,0.028435019841269855,0.17786969805330965,0.1825114757492401,0.5694444444444444
raw,4,logistic_image_scale + cnn_1d_image_scale + cnn_1d_attention_image_scale + cnn_1d_cumulative_scale,0.029290674603174614,0.25457998124557374,0.3629060689792074,0.5694444444444444
raw,4,logistic_image_scale + cnn_1d_image_scale + cnn_1d_attention_image_scale + cnn_1d_dilated_image_scale,0.03375496031746032,0.32143124910208326,0.5602021673822621,0.5833333333333334
raw,4,logistic_image_scale + cnn_1d_image_scale + cnn_1d_attention_image_scale + cnn_1d_multiscale_image_scale,0.029117063492063482,0.3441410972601499,0.5954391960480279,0.5902777777777778
raw,4,logistic_image_scale + cnn_1d_image_scale + cnn_1d_attention_image_scale + cnn_2d_residual_images,0.036966765873015874,0.23541142575340115,0.30737155030753605,0.5763888888888888
raw,4,logistic_image_scale + cnn_1d_image_scale + cnn_1d_cumulative_scale + cnn_1d_dilated_image_scale,0.044109623015873026,0.2915617390899427,0.4734944692102325,0.5625
raw,4,logistic_image_scale + cnn_1d_image_scale + cnn_1d_cumulative_scale + cnn_1d_multiscale_image_scale,0.03717757936507937,0.2563271245008546,0.3655656777710361,0.5416666666666666
raw,4,logistic_image_scale + cnn_1d_image_scale + cnn_1d_cumulative_scale + cnn_2d_residual_images,0.03695436507936509,0.17766851835531855,0.18300242752328777,0.5486111111111112
raw,4,logistic_image_scale + cnn_1d_image_scale + cnn_1d_dilated_image_scale + cnn_1d_multiscale_image_scale,0.04249751984126986,0.32481393406993025,0.5678610455772195,0.5625
raw,4,logistic_image_scale + cnn_1d_image_scale + cnn_1d_dilated_image_scale + cnn_2d_residual_images,0.04511408730158731,0.2709123420478399,0.40863313719481553,0.5555555555555556
raw,4,logistic_image_scale + cnn_1d_image_scale + cnn_1d_multiscale_image_scale + cnn_2d_residual_images,0.034796626984126985,0.10370546297759349,0.030821071793865507,0.5486111111111112
raw,4,logistic_image_scale + cnn_2d_rendered_images + cnn_1d_attention_image_scale + cnn_1d_cumulative_scale,0.03521825396825397,0.34080398024136077,0.6159358569829307,0.5763888888888888
raw,4,logistic_image_scale + cnn_2d_rendered_images + cnn_1d_attention_image_scale + cnn_1d_dilated_image_scale,0.029910714285714304,0.35958671198907316,0.67622555946888,0.5694444444444444
raw,4,logistic_image_scale + cnn_2d_rendered_images + cnn_1d_attention_image_scale + cnn_1d_multiscale_image_scale,0.02966269841269842,0.3672153615621148,0.6957006014708116,0.5972222222222222
raw,4,logistic_image_scale + cnn_2d_rendered_images + cnn_1d_attention_image_scale + cnn_2d_residual_images,0.03550347222222222,0.2818498307310791,0.42861415709240136,0.5555555555555556
raw,4,logistic_image_scale + cnn_2d_rendered_images + cnn_1d_cumulative_scale + cnn_1d_dilated_image_scale,0.03423859126984128,0.25353063921543045,0.36406247750772347,0.5555555555555556
raw,4,logistic_image_scale + cnn_2d_rendered_images + cnn_1d_cumulative_scale + cnn_1d_multiscale_image_scale,0.030282738095238102,0.24473134508791303,0.34458439436308796,0.5486111111111112
